review_content,sentiment
its not a very great procut if u r looking for regular use. it works well for me to clean my carpet once a week. its suction power is not so strong n also the cable cord is small. rest is a good product for once in a week use.,neutral
it's not a fast charger. it says fast charge but it takes forever to charge. but the wire is strong and durable.,positive
it's not a fast charger. it says fast charge but it takes forever to charge. but the wire is strong and durable.,positive
it's normally charging . i love it because it's supported in micro usb,positive
it's normally charging . i love it because it's supported in micro usb,positive
it's normally charging . i love it because it's supported in micro usb,positive
it's nice,positive
it's much better.,positive
its mostly used for cleaning sofa and bed corners. its getting hot very fast and getting tripped.,positive
its meant to cover your privacy and it does well :)very slim and adhesive is also good enough and sticks around .i applied it on my dell latitude 7490 and only observation is while closing lid i kinda feel its not properly closed and locked . well this wont be a problem when you shutdown the laptop (consider this with a touchscreen laptop would be slight cumbersome) .anyways satisfied with the main purpose to protect privacy :),positive
it's making sound than expected.,positive
it's looking good.value for money.i wish base is tuff one rather than light clothed,positive
its look very good quick heating but it is not outo disconecting pouwer.,positive
it's little small for big hands. but best available in the market.,positive
its little bit confusing that wheather it's on or off.,positive
it's like a pocket dynamite.,positive
its light weight easy to use but is not worth for the value,positive
it's light weight and easy to move,positive
its light weight and convenient to use but the jali gets heated... need to work on it to make it remains cool like havells.,positive
it's light weight,positive
its just ok.,positive
it's just like original. it's working very well good quality and amazon never disappoint me.thank you,neutral
it's just a day old now. look wise,neutral
its is good but get heated very fast after 2 minutes of uses,positive
its huge well at list i didn't think it be this big worth buying it,positive
it's heavy and stable.good product but can't change as given in photo because space is very low near base.,positive
